# Metadata
# tracker: mediapipe_tracker
# num_cameras: 2
# num_landmarks: 33

frame,nose,left_eye_inner,left_eye,left_eye_outer,right_eye_inner,right_eye,right_eye_outer,left_shoulder,right_shoulder,left_hip,right_hip,left_elbow,left_wrist,right_elbow,right_wrist,left_knee,left_ankle,right_knee,right_ankle
112,47.66211853567139,130.49524139085094,172.09462683184083,154.52934100550326,120.40100260034792,177.0946805842689,104.9863343349567,81.28440978694078,84.3773058959826,101.9095274201839,92.27477907459185,166.77152392599737,177.1841204458459,,,176.6520745293857,156.7163797641744,173.65410955249186,147.61407455455804
113,47.22470677716453,130.27562336316237,172.00173837350098,154.4756466338989,121.050416222638,177.52318261901843,105.26575339062465,81.65294471001778,84.13739602965384,101.66582991608301,92.37626873180022,167.9180585076113,175.60644155143044,,,176.8324657711035,157.10461991866174,172.9230191290774,148.0348043819879
114,46.69567821515171,130.20541509218984,172.92440967074296,155.52224243699308,121.49593322289842,177.4988531976251,105.06255778890468,81.8340781582468,84.06167201803514,101.63703177809026,92.30996010613752,167.59425725721678,174.9366666180102,,,176.70763427941438,156.66300912003138,172.4616310971855,148.5591053237565
115,46.278425208922634,130.20586667381073,173.54827112598278,155.77407900336456,121.8448169375145,177.07258943693213,104.66416935983854,81.95482307615515,84.0386908389423,101.73396909586396,92.09973241397927,165.63279659331528,173.34136116412353,,,176.63609908776786,156.8773103497598,172.4206234267963,148.3732646729066
116,46.835076621291655,129.73993383980837,174.08066933785292,156.3426870932508,121.67232271164646,176.79251370922663,103.1730568493203,82.09177905992277,84.00412061849775,101.71205759841676,92.0054610460984,164.9606854190743,172.7385648955399,,,176.395381590883,,172.14053678903056,148.16767304200908
117,47.73787256472162,129.50650562555742,174.45583530424267,157.38026106042298,121.97009549082213,176.41881352504996,101.33061962944541,81.96980033663411,84.14408464222527,101.82154445265729,91.87873818586066,164.2142446636147,172.18270447080224,,,176.21970968276906,,171.97138637020356,147.77151247597772
118,48.16082859122248,129.58245304019553,175.17028669403547,157.54757101401083,121.70804819733259,176.0538931899514,101.19821254615763,82.03530548018317,84.30322643785449,101.65576524052605,91.83691649737997,164.06138983591597,172.15356414133427,,,176.1884414785542,,171.82357082978726,147.7661103384385
119,47.92550840563231,129.5022965532921,175.9201666879029,156.85520028600462,122.07017057959355,176.27057188675417,102.2148982241392,82.0898661511404,84.41579844258088,101.4813573002332,91.84584271394345,163.60019601830044,172.03619839714202,,,175.9830882786158,,171.73036953767462,148.37174028382694
120,47.47773463189697,129.19526538568817,176.25221072377659,155.5825237203367,122.70190401776638,176.71557664308736,103.04989417824352,82.02804070618753,84.54062905921029,101.39533370663746,91.84211273432261,163.0961245813944,172.06287376348217,,,175.83873663285266,,171.79661421046458,146.279314066525
121,47.646634827574346,129.03995605434332,176.22552731711292,155.29115687089632,122.88572602542803,176.8682021391573,101.46821350477535,82.01560796891228,84.59906632466993,101.31622067394115,91.88633111676984,162.4673410103262,172.42582426762635,,,175.81364283522933,,171.83300943421375,146.3623502798072
122,47.479302962168106,128.71073436050628,176.29858010547483,154.7417608796737,123.01540323002148,177.24804491159608,101.17953292736249,82.02492068193123,84.61346449041538,101.28058501846313,91.8924562067266,163.16011618620254,172.2702702274095,,,175.81753505809775,,171.81957813137018,146.55288631879367
123,47.291383089877684,129.2940324730306,176.44538783450483,154.33058093130794,122.50040960222039,177.34796228036356,100.63919350926118,81.97440191251124,84.65329832021575,101.30515438311365,91.8820515806953,166.6628560109199,171.50979088801859,,,176.02084556323888,,171.98736350150207,147.00054740596357
124,47.43214588757531,129.49026988589748,176.21303604876033,153.52377813143082,122.01321125158285,177.70211427131554,100.96236024562945,81.80038445625179,84.68145631613982,101.28178492551491,92.08671372321899,168.61798197209134,175.51746232400782,,,176.36454048740364,,172.11830969163287,146.95929189581724
125,47.982371457774924,129.57084513229321,176.2476952733506,152.26897832228642,120.91517601259085,177.99583261172262,101.309209049788,81.44875688576738,84.81161668757503,101.20024126926734,92.4220256627234,168.95047846586365,175.99542363855332,167.21060992501143,177.2987549143214,176.67882532574382,,172.12477909259337,147.06418193160442
126,47.703005817940884,129.68204346524772,177.14981252186848,151.93002828474744,119.39156501163552,178.28287404278285,102.29919478612598,81.46474776278009,84.82215711372038,100.70943731930718,92.89855640725978,167.08952734362705,176.5031493742564,170.5330243597385,174.44355027313762,176.96617189163487,,171.68479571364296,147.23345785176667
127,47.56957348697161,129.60849586365188,177.32984151482856,151.29811440038486,118.4011198603853,178.25564975741054,102.13938782793888,81.58732348451385,84.77703299469673,100.2640482936879,93.27599914039259,165.59523605589163,177.75130524363723,170.52296579875295,170.87271798085504,177.16159360467836,,171.68969962553646,147.93434998915959
128,48.029632670349045,129.78958997818833,177.8165506933203,151.25043460093218,118.23134259847637,177.87076273676064,102.14304644866989,81.68206827478558,84.75072600881644,100.04739433108568,93.43149419323281,164.85050513216243,177.59533634613803,171.55113678895668,171.81189191477122,177.2199418545065,,171.6113446943119,148.49462117227284
129,49.133028555312784,130.40202091645892,178.28817660454658,152.68394883275857,117.5070462400695,176.88762926372615,102.1483907001958,81.6915752586856,84.70052744557736,100.02174804992038,93.51142993606662,164.54792175727408,176.5782136570587,171.25642479761737,172.7913190999443,177.3517361747741,,171.64365265630354,148.53118103036715
130,52.01389772193728,131.40640773824336,174.9477597280043,154.92187059748295,115.55354251435543,175.10002728848232,98.66308540812528,81.73666954897448,84.7324880105905,99.91852185070151,93.54147593189877,164.28081318571944,175.90738867891775,170.80649144555483,172.91284788151958,177.3260998043048,,171.53417320136978,149.05356442295803
131,53.02816423250222,130.18207654332002,172.55746397409308,155.83269909190508,112.81951560008346,174.96643864793674,95.41807496160409,81.83777692941926,84.65902129168306,99.91390137178834,93.52519337098938,163.52747568912966,175.43659493859522,170.2608875448575,173.00856355057147,177.47054833421754,,171.41430162655098,149.16169144960853
132,50.81016140973536,130.26573303720073,172.54042010837207,155.02954790197916,111.02656437191365,175.26976760582986,93.33738910966107,82.34068319788783,84.2527801156314,99.74398245954484,93.60616857471558,162.11974841335473,175.35689531546794,169.36870696797573,172.56717454198815,177.75551349075866,,171.11016509871428,149.07254838808743
133,49.443953537678176,130.47315885161606,172.69419362069053,154.38634353136587,111.23576520809881,174.88689112036954,92.52011018482992,83.11668635717167,83.59822133181648,99.50117821062558,93.73354490878813,161.6586489158421,174.7481144421616,168.41234717620486,173.17019977692954,177.8968101148836,,170.88713015543834,148.92807583534594
134,47.831998364921745,131.78672441623164,173.4952289360805,151.5628657995782,111.02258422269756,176.66654388809408,92.28037346231744,83.18236423281597,83.58669335669471,99.45833484892165,93.72696534367326,160.80569779175116,174.2718181532763,167.54685954588928,173.24108855175996,177.8222485544838,158.8368728530307,170.48209671401315,149.38840042568356
135,48.50808964823361,132.00643267588916,173.41627604328187,151.9845490982198,111.03738854162376,177.79023822349512,90.40634050299751,83.45366472925312,83.49343620907243,99.42488811038801,93.58255562130867,160.62368080916494,173.88461741841112,167.05374731675778,174.06544594343544,177.73198559666972,159.2011806632828,170.399487989005,149.76712932998882
136,48.35925149392018,131.43849176109703,172.29615375337661,151.19806765852022,110.98116763699959,178.42817572112264,89.69542377793604,83.58788815238903,83.45897927626042,99.37486326935898,93.54498785005062,160.61716069212125,173.52432329581927,166.91529107448045,175.44212853060665,177.74735344512916,160.81720104325024,170.4123290035195,149.87590768818123
137,47.51980630688698,131.637759490027,171.6958650481065,149.35379557719196,111.128415710974,178.26302366689092,90.69701983557472,83.53522343848756,83.55928437519577,99.38031264673607,93.4946082188669,160.93213997809517,173.6016229959457,167.03981566508097,176.32143710552876,177.70413307368943,162.45649075421807,169.79981928669957,149.1716299751407
138,47.351076650819756,131.0210418823677,172.3623448250593,149.47418999948803,111.05684200335794,178.95504539890206,92.65164168836112,83.4060609720838,83.88317006985908,99.40183521784778,93.27685030857566,161.13622174122705,173.57303790259033,167.17514425700773,177.35463134780466,177.0978689103297,163.51017787851495,170.03475739724288,149.62328403332552
139,48.02113833164044,131.55817520220083,172.9824299361177,149.3022283399104,110.14349174936496,178.92216503237023,93.83578276466983,83.27528206242643,84.15221328151077,99.35727501119665,93.18908048795545,161.01793961914495,173.15110745551732,167.4651889034169,178.3159846909763,176.39517076488784,,168.501938036495,149.61739535495514
140,47.603712339043554,131.47129873865578,174.36013496389984,150.0925157287512,110.24435375257353,178.14018607918763,91.5912197143612,83.24706627821965,84.17673257074874,99.4430218463873,93.1083308968736,161.2338004947527,171.55343132096078,168.12246129633408,178.2080379570537,,,166.4091831115955,149.58710480076545
141,46.274837107741966,130.61622567357276,174.67451099909664,152.87560326008736,113.987840489545,177.23630257845588,95.0235713877369,82.74899522188065,84.33791659867111,99.65504887534095,93.24664337539858,162.43168704349077,171.95118094703838,168.84242128050454,178.3578629698709,,,163.90901188919062,151.07638627266866
142,46.388345327192766,129.25470521205568,174.58533286271233,155.5840481576749,116.18470553924487,175.84971255781437,97.19641417199068,82.27959332176748,84.67123901401204,99.72725953954611,93.31645990064362,163.54613612269824,172.63085826679188,169.78240947575793,178.4630717927415,,,162.14898473077756,150.8480428903143
143,49.29956864052629,131.08586971364664,174.25893273587934,155.8012658656814,117.94162348182064,174.5784750419835,99.56341786063228,81.92762705023118,84.9019410624621,100.05863224106103,93.10856670967019,164.9405324557031,173.1623459751181,170.2310209125112,177.59150269072055,,,161.74375702312255,150.765498055478
144,51.55003666738333,133.09089013512474,175.19491232704857,155.99518356771304,118.07615928633125,178.2762015875829,99.83557398217998,81.18346586967357,85.50486932585504,100.57873170465871,92.72491281217165,164.38440861409103,171.10187661524623,171.51442053644297,175.10544958557213,,,161.17810328518377,150.59184775923842
145,52.0274200805235,132.76591013439372,175.60281769215342,155.68729927752327,118.97882111416347,179.2249574493873,103.16450624021356,81.10075335065258,85.39047414979153,100.87468932965325,92.6188883399707,163.4674616117923,169.08795072986905,171.18237636814382,175.2282158201977,,,160.11316522560216,149.03427240823288
146,49.82214551232949,130.47971830284612,174.60478189804235,155.29623263808065,117.50499082391346,178.62277390839648,102.60847073347293,81.28366324278602,84.84712209822253,100.84921899496207,93.01702036041695,164.37734452185984,166.414705901418,169.62400842107886,174.83195409356924,,,158.2517031672623,150.0607692626742
147,49.49617766160661,129.46920029914386,174.89203685550518,155.29827013754283,116.48328194336364,176.52486583193684,105.40945327281757,81.23817951657301,85.26921480837954,100.00061907023962,93.49005261945922,163.1848304384804,163.93582384652865,169.14480944653886,174.02125186046302,,,156.58865785537984,151.12839373137436
148,49.4390041557173,130.9022060416553,175.48793435960627,155.22027558013303,115.48888416173835,176.0910475165199,103.64032851513618,81.45938154623266,84.9260292369606,99.8915857324525,93.72221669115794,164.12690248090254,165.94568649045524,168.9620563711159,174.04013999829746,,,154.9745865267619,152.66499153360024
149,50.64679367746776,133.0221418626186,176.38170862437167,156.62430137472566,114.93679158046734,173.63292755816929,108.14554257341341,80.97795569995374,85.19241845757718,99.83177492088008,93.99140849628098,163.87978643218628,167.34359030347352,168.8285181079196,173.65881394395845,164.2228714651639,,155.31929660347302,153.04863324845633
150,50.60933968777177,132.65558952948925,175.2509409415171,157.28031466949926,115.95088595366171,175.37214425832101,110.9869322570179,81.09451251566037,85.26704576662965,99.79016096600421,93.81645920785576,162.83255259639787,166.15369862394851,168.72719665409252,173.9320453033665,164.08073497118113,,154.00139824697183,152.07302600614048
151,52.06695034860674,133.28674793410616,175.4256007316346,157.3669436428106,115.97909111352958,176.845847671038,108.72784150720139,80.64463476903053,85.85457536308081,99.59067158837539,93.84681244232382,161.6417560389142,164.9169690025099,168.09780311369275,174.8465083931372,,,152.1590210645519,152.75144569369974
152,52.01711402282016,134.41571099123215,176.8675176581266,156.84565548265869,115.35000706560955,178.445282692907,105.59537823335191,80.31207508665757,86.08600695056374,99.57572972092593,93.96527241303482,161.10050962731944,164.76170205965906,166.10100968189263,175.09240884603344,,,151.3509440334064,153.12721899775326
153,51.93945040966436,135.92295232957306,177.67131823275872,154.88241637534583,116.48212616925767,177.57123129137676,104.74434913448323,79.60923267390694,86.57328326048334,99.9013632990249,93.8574455056971,161.21843790612934,167.59845482187237,166.08320554570165,175.83731400816652,,,152.11435093107954,152.63283103508195
154,52.476972696220415,135.86410673016366,176.72992878844454,152.5607265959722,117.12666612787211,179.73677923428826,109.25654325783862,78.91424153488913,87.01999994891901,100.08182444097636,93.91259338198368,162.06696036701828,169.3208234062009,166.58509815322896,175.2093093982738,166.17116625145292,,153.042429908078,153.3178739892618
155,52.94818931401395,136.25217137731397,177.56284247192565,152.86978985223703,116.4103109777725,177.4814293294197,102.85430523290871,79.41342531123941,86.07731597848681,99.41196383874706,95.03696583268874,163.02165195292565,170.39355215801845,165.99246808998032,173.27779138947767,166.37306548118627,129.86500897286427,153.97523494830446,154.18715180926355
156,52.35804645514022,136.36610342740468,176.40513989204672,152.45905775306323,118.20460095545326,177.77853989659422,101.93524755138172,79.78311964756033,85.37433676637919,99.7417953880259,95.06341358010378,164.7872291438354,172.27520198367714,165.53615042352354,172.57981634408,166.06806707530313,136.3856776150911,155.2477748116545,154.7770709341089
157,50.69804405920731,135.70229343694942,174.39334072762824,154.858636244469,118.70389991202477,175.81533720783585,112.38735007074557,79.74592667131716,84.85711624550947,101.15166895733492,94.20838120629263,163.59837495299286,171.1715255830111,165.92993792226196,172.46140890940518,165.47886645979432,151.04623311633208,156.46024760301415,157.66849713775053
158,48.851772737513635,136.48730466649084,176.2824377656301,153.34978948721655,118.18840200637044,175.99382141280256,,80.1282364710919,84.16406395401461,102.98599674915904,92.68962517794914,163.37680669695752,171.07575792309396,165.39028244034102,172.1857157864246,163.945869110466,148.73873273267043,158.93512136659757,157.84474271325445
159,45.55507463266966,135.1901404159632,179.4541958332925,152.66481968210002,117.8846551720186,175.03145350980282,,80.7632401290421,83.50412389691014,103.01747149994223,92.71500534289818,161.98085522711725,169.4551347169571,165.16910754492122,173.3219651703997,162.0577157931047,143.43827499826057,164.5684597783234,156.6239982464882
160,44.344766291638706,133.32995590690626,178.6784330085518,151.89486494500093,119.76365318420588,177.1620344237105,,81.09456757935692,83.95609497538099,102.9660448235844,91.96326969478949,159.04371142153144,166.54201952256165,163.7348115120735,172.85543718218105,159.24967689113436,145.87813317970148,167.95438733258882,156.93505773071254
161,44.47232786276552,130.69219192444302,176.585061770009,152.98570339990908,121.258961754485,179.17727503980075,,82.25217959564549,82.22848195883847,102.5696051643115,92.8597199124594,157.4568076520964,162.38161686913327,165.29176320817862,172.8862002768679,152.2743789286331,151.92125122500372,171.78868033758036,156.5042140064968
162,46.193902312879054,129.41654273510503,174.88328004522737,152.9118286552891,119.61994903738349,175.75045385559974,,20.598715186054516,,101.77711620520903,101.6685062750919,158.19039941783083,164.02396067037245,,172.19345553462668,145.0536383274109,152.2146751506069,172.7256080456971,160.96403413084712
163,,,,,,,,20.79603576283405,,100.6204542583482,101.42872348698954,158.384024100904,165.93580193536488,,172.24157209743092,140.56127740029524,154.1003054162642,173.74052741019904,159.17118405525505
164,,,,,,,,20.887298216207633,,102.4347956242456,102.18574359181216,160.407608971835,167.7291007697128,,172.2181051631371,142.89527655471264,153.51175214618857,174.93097242994403,157.63712020507526
165,,,,,,,,20.383035709269798,,102.51732462307406,102.7336030745316,162.1007864822901,170.2483190192897,,172.83191483814937,147.9872279025929,151.8950738071308,174.19578090696692,161.94876964837084
166,,,,,,,,82.32167120611096,83.01579639858028,101.98302871712055,92.67134023234969,160.16277919461808,170.25303901793592,163.46494102809294,174.00099868204325,152.33962439228398,152.58712249530186,173.98888072692873,163.18472670423492
167,54.37260805195774,,,,120.61126646779232,178.4274481183278,103.61104909870048,82.12812369764282,82.92924227904982,101.29829991115486,93.64236581269596,159.9129019927014,170.39970750022874,162.29523690987938,174.84568759735077,158.69988069452234,148.72565994316176,173.85755537760357,161.63832968318872
168,50.186996751963484,133.30758838205173,177.10351219362067,154.5891007423569,120.23243498725994,176.85045375873088,99.05681219635893,83.62050337355966,82.28085441083637,99.06399328151211,95.01122159507146,157.99841139100695,168.00172737949183,163.8764358847498,174.11649412559805,164.10366345189672,147.2602786987673,173.2676454912205,158.95297068177044
169,51.1863236251904,133.28439299757557,174.7945971671492,154.7428524217176,120.58919379495292,176.14722146216036,97.3731857658182,84.9567040885296,81.59852743436636,97.53592058978401,95.86314839250977,155.40526958618472,164.78853561692185,165.4345748901031,174.13278180708082,167.3081574017766,147.3108226951424,174.97624884927566,157.46168192149506
170,49.47108928633053,132.03042021974068,174.9248146959045,152.87619627300407,119.95376103227782,178.64308062423387,104.6194082931078,86.03781204538498,81.08770025281174,97.2095303765655,95.61589126922641,156.19568728752654,165.01596177024783,167.95883828092823,176.28070508805715,169.4626603921631,147.93694099505214,174.30187937620965,157.66651689723943
171,46.78672480940781,132.25777754896475,176.43362268695316,151.21553580455154,114.59459300249159,174.16399544479663,107.19143409783825,84.95749694310065,82.20471469450726,98.75133163190607,93.89816222295423,159.22177741625956,164.8847892914148,166.51993029035432,174.55794480178565,171.17017138128816,147.23104261574082,174.8782043698138,154.21429159034724
172,48.74299497838833,130.82282637693416,177.8231316287148,152.751173679892,119.29169534845923,175.0370485011223,100.14476598047828,84.18033567735542,82.91135711271748,98.24495001193628,94.37575417653434,160.76742741059212,167.5771452302103,165.13484438477175,176.10877754786927,173.4160688303248,146.43291470219606,175.95077570495178,153.38477929068935
173,48.935995520214554,130.32568996173984,175.91246030458376,151.83283225835126,122.10317610489268,174.15721078779578,99.7970253224726,83.7437949631045,83.7664429362944,98.36803651325255,93.71004753480165,161.3589684856725,168.2452262231133,160.14760253817153,176.6742203059653,175.06539262351947,147.52551723513724,172.5324918127185,152.22010923968242
174,47.504325632171394,131.7565446635751,176.1338499983669,150.03044446618813,123.33456959005842,174.84815044271085,106.59779666514233,83.84956194544004,83.84927742254756,97.6785751091856,94.16925351850027,160.93593389663292,166.05293982435592,155.94500543939785,177.47852124353284,176.95747023744894,154.613941156191,163.44067721221245,151.44928066726544
175,43.24018735839051,133.4043142960157,176.9913104644295,148.81213557460094,123.02894837798458,174.40197966549405,114.02419990802564,82.82730387487568,84.5567548541322,97.88682712539755,94.0652522517719,161.74574046584388,165.2786456890841,154.5387476405507,175.3846218390148,175.37520574098073,155.96045874904897,156.60843502530858,147.83821846130255
176,41.22612965223093,135.28761936092437,177.44766070405907,152.0966346558729,122.56424544640895,174.7303709915951,110.22442891336065,82.44241393918944,85.2778960672104,96.68848185089753,94.9401895887149,163.96253520687407,165.38117631303143,153.61903225175857,176.97614969231583,173.95760359317185,154.81800128412414,144.08175190463672,146.13725568456553
177,38.708268949864184,138.37146812635908,175.31073127861492,152.005613692617,121.30375276744694,175.77076199945128,118.80701156063763,83.40918458844368,84.57901649794479,95.4562785713166,95.82423124063192,162.9173039254524,165.62287537026077,154.2990334291284,175.86257682403993,,,133.24687493101385,148.59319134263362
178,39.27287799207543,134.11172759076683,175.8421646094542,151.43712599586047,123.30450739153291,175.77685840821894,121.36620165296095,84.0578870556932,83.66971972229126,95.3770014219131,96.07839382377911,164.0420003548319,167.0523314657982,151.7035869195224,175.02813603017802,,,128.74640859826323,150.51064776752565
179,41.03502245325245,131.41986311395473,173.26727892282995,151.0942853047178,123.94629419613989,176.15787820772363,120.55861865136204,84.42791306473514,83.17410634315448,93.88459571242588,97.69585708234843,164.1093254102615,164.6713846427634,155.27035773603367,173.5168357856852,,,121.39094295976378,148.38250013810227
180,43.82062589311131,130.64943264655724,172.28253277829918,153.84480175548265,123.84555298357911,176.7724634818995,117.53136638931772,85.00957290480538,82.05672438673444,93.21716299604215,98.98911886487676,165.39840280530018,172.5446534282376,156.98160250790482,172.7366617469912,,,117.4651949028511,147.54251001969178
181,44.84115599190123,133.3545699377705,174.04766220359753,153.58042088029666,123.79725892233805,177.14587348206544,117.99502304715101,84.32861269095233,82.31547116305771,94.61846817142393,98.10021500496302,164.85833824901448,177.19412275821009,158.1063646952143,170.7074341554462,,,121.97612665145957,103.1862239514779
182,48.20964386521575,135.40173987486415,166.79964833443486,156.1672210410127,123.57457389636467,176.8063882108332,115.1681503509505,83.64429598497297,83.09180797353127,97.1615287206493,95.41222592583661,162.3621825062496,176.7932936249167,158.3776664198133,169.03731591753137,,,141.22389297176116,109.08624402568759
183,52.69858321293137,135.79176378415872,170.60774611875516,149.80288754245606,125.61874575687598,177.14744695909874,113.40640339742744,84.20834345580118,82.85125349019226,97.39098958247212,95.1250421422929,159.80318145716953,173.6598507384106,162.70295212227566,174.27425207877798,,,150.78554489074878,111.0524440196094
184,50.137978799450686,131.91050971685706,175.7045926016318,142.83387224918357,127.52642552687772,177.02488737297122,114.03541525190268,85.65861848616223,81.70971617555595,96.66795093515476,95.66201447482068,159.26542454017647,172.83280601417377,164.05451950960685,175.77263228450263,,,156.93979643490866,112.76827591947038
185,47.19329525967305,130.43607104326165,177.82514000989144,144.47698257667213,126.25642247364381,178.17927060014122,107.56599508937106,85.6272718830596,81.70209122187939,97.06125397841095,95.37491610427028,159.48010533271466,172.64211595304076,164.06566401218,174.59625892322015,,,160.2733121360159,118.68492470523378
186,45.48734221677656,129.98114735590468,178.54458775406545,151.90618344805964,121.88894165265992,178.5307730293292,99.44528759175547,85.926636186816,81.72932001097512,96.66629941855992,95.48401633576204,161.51047382917358,173.41864750251446,164.89726610880385,176.99974095959976,,,162.61925614922973,119.87961644619023
187,45.26899916588453,129.31890011766131,178.79639271077065,151.6482893932876,120.84953154824818,178.73353081512005,100.35919795570338,85.74790974257282,81.57083621763427,96.75073539247065,95.83203893866182,163.70958631275604,170.85213790378174,165.85579768435355,177.48252569784523,174.30142181767206,,164.80372795833702,123.45674621160705
188,45.85774530287689,128.7700603391341,178.4314828977986,151.7974961544497,120.84999082723566,178.48373597309487,100.88148461067848,85.11451975680885,81.53668134065357,97.52721252938488,95.79469356700642,165.30593697935734,170.12558895429657,167.8257831935358,176.95647143165579,172.32632744565538,147.37748716501983,167.45253507274307,150.27555470341366
189,48.026420376928776,129.18523875115085,175.95779315120487,153.05682317592488,120.00117770321802,178.5854450931229,98.45835950243044,84.10570158335352,82.31843184910075,98.02856444882573,95.54523065974514,166.49968891950138,170.1115330614567,169.1648941241589,175.76829642704047,171.11856999770313,146.45396228605753,170.117448794252,150.1148817110743
190,48.343667661049835,129.5830263475004,176.0112619274173,154.7408115064343,119.51547723293426,178.816765773671,98.66050516830116,83.80202420263768,82.71917541727136,98.24248503903766,95.21570940035825,166.13571410095136,170.61429368234377,169.64848695629493,174.79330970191097,171.10686572592843,145.81849992763375,170.98457688946704,150.78237145876543
191,47.502802557649275,129.86765226347688,177.06182366323685,153.65866747156127,119.1032687893987,179.09212108175183,101.3075802270706,83.74140317522279,83.17205274744057,98.1441395884242,94.90588411728754,165.37591231191152,171.26932427137967,169.50945639453192,174.57601855606302,170.37353138747395,152.77180038010644,170.34504902847186,150.99615664681716
192,46.18366615131416,130.81163017022794,177.17151749712053,152.8445781829985,119.00801777826405,178.56388197441817,105.64124319847407,83.56677917642845,83.299695762454,98.42746838290384,94.67792225746902,165.22049709538848,171.22044425951196,170.3742557082906,174.51207840813518,169.13958583028017,151.90796403495847,169.75880758870855,151.0692584434463
193,44.564978132878274,132.7851935614663,177.81174961228908,151.9107289481129,116.87165507231452,176.85134248823894,108.37195748887497,83.7242395318693,83.22183869564924,98.89293946128346,94.13013138853248,165.06732679613853,172.18736374694922,170.27010348062143,174.3955927445634,167.4869553848575,150.09665415627686,168.95971593786842,152.270924934314
194,45.356308589327426,131.9751050639463,174.96785749101264,152.03791025340072,117.44695820135311,178.06922540968293,111.49978574482446,84.1166525543501,82.64208276399332,99.47387893771047,93.73482154950506,164.64881927776585,176.17135955265482,170.64485516692883,174.62570473306712,161.2614229132287,151.70530043160622,168.55137733043404,151.9599361157617
195,45.06288785580154,131.09427111325925,176.22087389084967,152.88399962633082,117.7823728851279,178.49449961905873,113.45975498165797,84.46429095542501,82.16558338345429,100.8940644823019,92.4175482324984,164.15508858595143,176.7624783883735,170.9491086992315,174.3679400359205,155.0333900487215,151.79024011343182,166.76179439411578,154.45753476535867
196,43.502115875389286,130.06856223918066,176.86721133919508,152.2562123399535,117.14438478112395,178.73879953404867,117.65240028933654,84.6316544902031,81.70474160470775,102.0347385072182,91.53250101274082,162.03714491273192,177.5703944668712,171.4069393783576,174.65129637615445,145.6457239249584,152.62310255304854,166.18470463849226,137.75969776356825
197,43.205055260547994,129.80922034967958,176.12052279113237,148.12782955593389,116.19854245557869,179.03479931318188,119.70855426807591,84.20147008682076,81.11604089902035,103.40286144878037,91.1722728435979,158.6020305294964,173.61072823098948,170.45988313090237,175.63399238899333,141.12027016129628,152.23653653075206,,
198,44.560620982360476,129.6856541657278,177.41599790426156,148.8025916150572,116.03984232609632,179.1823944234165,119.52846615318451,83.94035827858576,81.14130113042003,104.76697897371741,89.99888108864485,158.480476226362,170.1396974122938,169.72008573919507,176.22635417290556,141.07201009012095,154.59657259442633,,
199,44.588348471696655,129.55180910964873,175.24701529146654,152.02771797114985,115.23039299031214,178.91961313898963,118.76066349703402,83.91974878562603,81.13837563465772,105.84853515639998,89.03144003022223,156.7551504373414,166.26456740924712,169.2966987338208,176.93755243163974,139.1397322105555,154.88826669489538,,76.18826614724364
200,44.676083605505205,129.84551761476402,174.4939177853172,154.52134050888054,115.6962638193997,178.94047036418232,116.83022750296745,84.51789477081901,80.41240599302697,106.28106399428268,88.7438457980353,158.15132801112554,164.4508700239514,168.90750792218947,177.1853969406444,136.31351181938047,122.58999615406718,,84.7420096687973
201,44.291943205244706,128.85343587752632,176.7592750585334,154.49709036287186,113.93257632255812,177.79213898746409,107.6331860159457,85.20605639221269,80.30254806750317,104.5934600703745,89.86687573849979,160.41905805801565,164.1419429772213,167.2870091729799,176.34984631164355,,,,85.80381779928976
202,45.055817290914995,128.04364552066832,177.59571184358862,155.55968986154429,115.60862550988881,175.62635217819403,102.18218446215657,85.57802274601369,80.72206082708023,102.60947441317873,91.05659507746095,161.85013350506264,165.4194937394708,167.05671493182157,176.16810809124564,,,170.38445538368873,152.3645657779772
203,44.25419129727916,126.49705306859616,177.63738214000392,155.04906929721804,118.26444438111994,176.19326719204858,100.69357499562027,85.54751061169016,81.77839292783337,98.71225579231307,93.95806964716449,161.8953097536725,167.29355440140975,167.888709999713,177.96076512983282,,,171.44834597819465,122.08275277996532
204,44.438509691828436,128.02301850341254,176.58858899498915,152.56037744319485,117.10119543783733,176.21376169346703,109.98550851260268,85.26340339618643,81.77391089033658,97.82976073438971,95.09528422144943,159.5811401960804,167.86532400141408,170.69776294603835,179.0981263056233,,,171.64460723818186,118.55622101167924
205,45.80384930691104,128.82416643677175,175.34740330947199,155.59063283228022,118.19797185207962,179.77972566944126,114.47841376189066,84.55645755295672,82.6524273758632,98.39480602172246,94.38935280383807,159.70431221883908,171.82502657459315,172.54959543530836,174.9634460768274,,,169.79282701061047,153.65957802156063
206,46.12669464229534,125.53081089187194,175.85261928783314,153.44592582140137,121.41107587924122,175.03183062585617,118.76624288226779,85.10212116497073,81.88664066734167,98.99143125705507,93.98867674984658,160.60315140281912,173.29863976679786,174.7819189480328,173.91509475352987,,,174.25245935915618,149.1005260925008
207,47.904961256568114,124.94580965807997,174.9023701484417,156.73708025952013,123.23078940508864,173.7372149438572,114.1243858363003,84.79116407330508,82.06366955094033,98.81433414549936,94.28146794031032,164.3232756978572,172.98112546751256,171.39100265590056,175.34148799962904,,,177.26182532205064,147.88322486922706
208,48.44957485214252,127.46665101144758,175.00461412638694,155.680461543596,120.609741664774,177.43095505429062,104.38970660182056,85.54169723904862,81.46473550271531,98.44411451489756,94.35545694191485,162.94484088400176,172.67599817276405,172.091323242267,173.84938794913475,,,177.962908685444,148.23443297540243
