# Metadata
# tracker,mediapipe_tracker
# num_cameras,2
# num_landmarks,33

frame,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
97,-263.56304343322773,-691.523630200149,2342.6943898018735,-246.0876623065744,-726.770964404211,2330.265009325013,-235.67828017499693,-727.6198856907224,2322.769442350149,-224.28113625462208,-729.2311322461975,2315.3578637700966,-267.14585780657626,-727.1639698773643,2352.3800614489674,-272.00297618323725,-728.8305463671071,2361.3495428689416,-276.7980206932186,-730.9555711922947,2371.2344132217286,-176.53155403715948,-729.420414182345,2309.2667926920017,-251.49301091742657,-735.7235216290082,2397.0581331571684,-238.66047325483333,-664.3300175689121,2336.785461891411,-263.2764399705533,-666.1052913289813,2362.696749319725,-56.874613574180266,-529.1122608059025,2260.944653769937,-296.3091827360623,-571.9172230059679,2501.22517097988,-26.198817797325326,-283.36561889254256,2218.856871791227,-379.2595821662545,-334.02936548159585,2578.8062031344507,-39.31642972371651,-55.25089648729169,2166.2060931512674,-476.88554789715596,-143.1314277344904,2615.8169503237505,-32.024100876714165,23.68356447858407,2142.5554881897046,-526.2798609554561,-67.11688919358494,2623.4944687615257,-59.07341611467336,14.548941193346375,2154.0811051834703,-514.3722141080727,-70.83689350189232,2612.7697923257815,-69.84387725430456,-6.975628947630546,2167.6056558410833,-493.8087217723096,-91.6641906567747,2604.4092383298243,-145.30566858073405,-39.831766662359854,2353.2628326042363,-303.69499309585257,-63.72892587603117,2506.6113768098567,-141.11345103153104,327.4952557237661,2384.6030193698293,-381.91546294310956,293.1392221096468,2581.010265771317,-140.9663000277873,668.4331712685598,2416.234401341602,-386.61650058820635,600.8100828630485,2684.3940393535468,-141.5276006583269,708.5571107814199,2435.0652300489537,-358.54556376867544,651.7770079992213,2683.87344611328,-193.4893196733551,770.6556877169127,2396.011275884094,-502.48124785786933,680.811836387085,2719.2022541238457
98,-259.99043859975234,-694.1358944761254,2341.045996814134,-241.14841927497895,-729.0849505685752,2328.0598187706455,-230.518774961582,-730.0074247005051,2320.814664313049,-218.70347075278394,-731.6738819939943,2313.027551350388,-262.5390004766338,-729.9066993400171,2350.331554457165,-267.7637203824619,-731.7656443154818,2359.1490486785033,-273.1217108176556,-733.9659460854348,2368.7772760243174,-171.9121711056661,-730.4443697652283,2305.4903976733494,-246.7947767720695,-738.0038473139349,2394.5133472027783,-235.16864247768544,-665.7385131775478,2334.857997142372,-260.1043895086665,-667.2186677039384,2360.7175176810633,-51.65110972893852,-529.1481414065695,2259.4074005350526,-293.86894408507,-573.3000534674612,2497.826836246957,-20.687172905368048,-283.83721512878,2217.5011362782916,-377.0559835496981,-336.83088426711777,2576.376926245418,-34.5897973456407,-56.25728794544672,2167.4195558313413,-478.5621800448404,-145.73771168142352,2612.353097130064,-28.968966136024235,22.403936246002345,2146.1904244095404,-528.6900943807526,-68.71509013655997,2619.4346249467476,-57.28809715007861,12.851990546206316,2157.9350842653994,-517.1867546564816,-73.42943525170377,2609.6575357579227,-67.23165123017934,-8.776108406001532,2169.920454545541,-497.16833611552704,-95.02897816222077,2601.443415109058,-142.50675811442068,-41.66465520130551,2351.371246878082,-303.3859998425061,-65.00049711718505,2505.764853027893,-142.13323997953484,327.2656447951913,2385.1259972019907,-381.8197658168544,293.9960795338207,2577.3773585058684,-140.5060219028824,671.4059475783376,2414.5657151807304,-388.6217682668891,602.3470452442681,2683.5803079093253,-142.76460094110215,712.6977845662655,2433.427735842147,-358.8487377430433,654.2098890258209,2682.904687933618,-193.17753496577873,772.3810439662693,2393.3324504467896,-502.27841227996345,683.2610923860152,2720.3070743658154
99,-260.5187263615117,-695.7949382827418,2338.5200128603647,-240.71818761199071,-730.2332220322179,2325.487174636277,-230.55850169404724,-731.1784202158753,2318.6077038221347,-219.29795033851377,-732.559143226131,2310.768995550391,-261.67225528497397,-732.0170100141337,2347.768547233799,-266.95154629767455,-734.2538654245549,2356.7451456068893,-272.2073765088132,-736.8183318458629,2366.4480861776533,-171.76627263052697,-730.8604540405317,2303.361182391234,-243.10419472763317,-741.2940548838803,2393.902304238229,-236.0643626944602,-666.7887704069823,2332.418215480397,-260.4960701899628,-668.5168509402358,2358.3699193093234,-52.12374477912996,-530.1483843892802,2260.9089996214348,-292.55813775205934,-574.7488437248691,2495.788209413881,-17.71618917390217,-286.2757944921139,2218.4477933991675,-377.4790637511992,-340.312192823701,2574.175764594593,-34.60411580754019,-58.0955773418194,2169.7582125799136,-481.00762054426554,-148.96595925322384,2609.596595589587,-29.824266752388656,21.509450782643693,2148.2415613236844,-530.650026988413,-71.58017920882969,2616.500633599549,-57.92333969734231,11.510606304140895,2159.7779550705045,-519.4336879066175,-76.44414145239227,2606.9399161368888,-67.16513846229725,-10.774977415556416,2171.7934871913776,-499.6535409018926,-98.1957091004344,2599.095677981604,-142.41994359962993,-43.4507862634565,2351.320358401103,-303.3666663481475,-66.10797294697123,2504.849614598724,-142.9832907543863,327.8294498602699,2385.2196917816,-381.6360246195078,293.56805096834114,2574.798879803111,-139.82255041500008,671.6169944343053,2412.9822304426784,-390.7805732598434,598.128401978854,2682.676503106226,-141.9881384999494,713.9014022555198,2432.3421456507745,-364.3228988753148,650.164096636923,2681.3086870729144,-193.94704148782463,771.0954832385854,2390.5337412972185,-504.33256930886216,681.0427928045132,2720.4601622108908
100,-261.15580768185583,-694.8431168851221,2335.1803683081903,-242.31072505576861,-729.4854463894543,2323.057166170211,-232.66173767614958,-730.5497789846936,2316.828254375835,-221.8265481424826,-731.978517117486,2309.643419645108,-262.5510795285603,-731.1534345503635,2344.8033719083437,-267.64130398611576,-733.3094280818218,2353.7371188794596,-272.4406218396204,-735.8446087695038,2363.4880210899437,-174.8000181226141,-730.9445824509407,2303.3671767918145,-242.28663070630245,-741.659757627073,2392.626358417573,-236.86278978653277,-665.8108154343367,2329.0520845185215,-259.9208880381746,-667.8566702592116,2354.9942749464694,-52.53340135243732,-530.7942530164368,2260.5474653769484,-292.75610182619886,-575.4830052239189,2495.0884164407985,-17.861135863569743,-286.5593911993041,2219.6008964598195,-378.4715576287737,-341.20608040490345,2574.812911633182,-37.946820499245554,-59.024906271308026,2172.8067846618515,-485.06699398199424,-150.01116184127196,2607.400707549598,-32.348911924632354,20.371662636380645,2151.394910427409,-532.8313771649513,-72.31873131447568,2614.027724828724,-59.1818196316365,10.41588366083155,2161.9000655749705,-522.5213105322952,-77.40841766740597,2603.295578658832,-68.00071921547983,-12.209182847515029,2174.055560981747,-503.56240774292155,-98.87899516695357,2595.166478152066,-144.110709736004,-44.121164147511216,2351.9377342062458,-304.8293615429222,-66.27743098655395,2505.1383520234626,-143.86493041340802,328.9722670831147,2385.1443791986635,-381.70362971385777,295.7368129689447,2572.685453506292,-139.51289784778714,672.9076461155465,2412.221655263852,-393.9611295761488,602.567433145872,2680.141680371048,-141.19050262737625,713.7310251507915,2431.05995918625,-367.5728477320247,653.3495205093612,2678.603513170626,-193.6724119844654,769.1310067076023,2389.7348787313676,-503.44488942330577,685.8031560395688,2719.54330256904
101,-260.93189036428225,-694.7986776242719,2335.648674425863,-242.8286822201171,-729.4203884297989,2323.656461472622,-233.11299943125016,-730.6114811686797,2317.6380663288314,-222.17095074454505,-732.3250363510801,2311.212599925963,-264.0285403770673,-730.7353642005806,2345.054458653917,-269.510607024974,-732.7851131380303,2353.976186560332,-274.46897720364717,-735.2696320568765,2363.8524402997823,-174.57781244382727,-732.0659215445304,2305.6705768893235,-245.5353247547858,-741.251312248864,2393.523728506329,-236.14325365293115,-665.994529336348,2329.5273475269246,-259.7251759933093,-668.0283110935378,2355.471931677884,-51.51659321453503,-531.5393084903427,2260.936879190129,-294.5064050559096,-577.3957641901125,2498.102810903224,-17.894700495883914,-287.0664352540139,2220.020533423198,-379.3376617560143,-342.72474375580884,2576.283218632309,-41.550154585003085,-59.851452907316464,2172.9985416606087,-487.5455834331136,-151.61094287136254,2608.363919467134,-36.354120338664025,19.298821597627004,2149.880735705138,-534.4764197770506,-73.52141901745648,2614.1303839544207,-62.50818846914943,9.463303138859192,2158.7368502756976,-524.2715688885263,-78.70845442254675,2602.9775008528068,-70.85155352935581,-13.223706273709661,2171.147830867738,-505.64898507932037,-100.08644141061656,2595.224823741322,-145.77445680371278,-44.80837314496324,2353.3082335303066,-305.6284215464625,-66.63118049268519,2504.581491257081,-144.23826325618236,326.9935829674559,2384.8828242015034,-380.0183680086454,294.24524392521084,2569.773443874838,-136.2299856901525,668.270279630841,2410.5728627501985,-393.907349411224,595.20927656649,2678.7133089812974,-136.5678864936884,708.8371404764606,2429.0537724159503,-367.1632686467581,647.0775639093523,2678.0569013625927,-184.80248182298388,765.5679357144367,2387.2940377170185,-494.8755845291342,683.6631304947782,2718.487834726082
102,-261.13285034719905,-695.1853125081408,2338.388085890574,-243.12314541059067,-729.9624470468349,2326.818315693846,-233.20664828422525,-731.1401408753198,2320.483159024992,-222.29857766336653,-732.9949395278137,2314.387557253692,-265.1466985747948,-730.9011083385935,2347.3288288288754,-270.9429874601988,-732.8661219536448,2356.1592270888027,-276.07467830500445,-735.2845262354301,2366.0403027185716,-175.25905628878695,-733.0153815950291,2309.330612583432,-248.17184692916996,-741.2425981018062,2395.74250582202,-235.8821724923469,-666.5794917791761,2332.4707887689456,-260.05694788110685,-668.6028990852213,2358.1680150500883,-51.59953619037953,-532.1080715193923,2262.9011705369203,-295.554666880642,-577.7138452886942,2501.5315554215426,-20.224348883651967,-287.41001861984097,2220.352099354007,-382.09875062462885,-342.68567597613156,2578.3187606048587,-44.48820799497857,-62.49838300783007,2169.7466751287793,-493.37481155846945,-152.74752031111976,2608.59882520955,-39.79690722103135,15.563969788238884,2144.432704478857,-537.7464345805694,-74.95220594457675,2615.039443640976,-64.81355655445942,5.968147499610486,2153.712045430047,-528.7689852675484,-80.02931645496646,2603.2553605018597,-73.32950776402465,-16.22632102431253,2166.161069333402,-511.2296308628823,-101.33094585317791,2595.4886425832583,-146.66295140155407,-44.84645774542056,2354.268046122466,-306.2943193448628,-66.47676090232659,2504.501084083102,-144.82542835863524,328.280668795728,2384.9278672852975,-376.2019883941825,294.3220066158183,2570.4139590087325,-136.05921697151572,666.4137025994183,2409.3573643989503,-395.1579139878109,595.5367647066237,2678.055556922242,-136.42266630849005,705.8117187791032,2428.0608872755656,-373.9977144733011,646.2216860173969,2675.919316585428,-184.50246976834634,763.7733917454773,2386.12690091788,-496.0053251177833,683.627122059381,2718.550885206271
103,-260.6657227104887,-696.2669410274744,2341.137563936567,-242.1988879940812,-731.0865504811858,2329.744857929452,-232.08072396668626,-732.3211739775152,2323.3266503035234,-221.1631525039337,-734.0826319360913,2317.098452296306,-265.098886626314,-731.877514923358,2350.3178209718576,-271.2511162044611,-733.7704070993452,2359.1958357753883,-276.65148122972187,-736.1287851003156,2368.963017651144,-175.79929632548752,-733.717213354765,2312.161995971623,-249.77415851133637,-741.6677632140622,2397.8468569308457,-235.4199909416521,-667.4623885707824,2335.343915623659,-260.0174692298814,-669.8103319163738,2361.0883484894425,-52.94886635926328,-532.7430787996759,2264.540956797602,-295.8956557042096,-578.1597867475224,2503.700683603353,-21.896747898739207,-288.061945889369,2220.759625183958,-384.30177935796263,-343.6086247720267,2579.4211623806054,-46.1675200314963,-63.58014612261261,2166.272824197499,-498.79962724963184,-153.62763826560297,2611.5221468362456,-41.502913554608966,13.707915612619406,2140.2244974031364,-541.5425858924352,-76.20564619906393,2618.8319233719253,-66.28176338334848,4.2089394706603285,2147.7104818790253,-533.424509062299,-81.03346037113867,2607.337146070385,-74.76255237644736,-17.66846171405439,2160.1943910331706,-516.620712369193,-102.36595024519717,2599.5385943322403,-147.3149346164251,-45.004340533732645,2355.049206466283,-307.0489934731917,-66.79985814888336,2505.8745488835793,-144.9054434272436,328.81980956495914,2384.98673724586,-374.5017808810519,294.68985993371695,2572.162549729728,-136.29947386686192,666.1909807365938,2408.604789446672,-394.7643416059103,601.3704360434265,2677.5357426519363,-136.94968330647384,704.0285453686832,2427.329751112464,-375.0672290759211,647.4153461860448,2675.1869169230235,-184.65807128487594,763.2507994331555,2387.2099529519837,-496.10112011714665,687.5380313072752,2718.808749807863
104,-260.97156130838306,-697.2938933509779,2340.8593363697964,-242.41626484756384,-731.6015434573308,2330.00617874574,-232.4562695058001,-732.8498453372504,2323.8583239935233,-221.6849553837012,-734.4085822074159,2317.2574116715377,-265.2393787170025,-732.4876151161427,2350.634340569861,-271.4288135229874,-734.4594812116825,2359.8755177111725,-276.9135939798069,-736.7962546751996,2369.4451100859937,-177.2342465543741,-733.903068363326,2313.4691193813483,-250.6323403343319,-741.9412560567912,2397.742708222993,-235.94312047695695,-668.3893687529114,2335.7967363035523,-260.65877260354665,-671.3839443734098,2362.143750344261,-53.68491740246148,-533.8354638105337,2265.9876205893443,-296.8874204206364,-578.8479354330083,2504.76067775861,-24.040779011678723,-290.78579893210775,2220.38285639316,-388.047139552109,-346.28312008209343,2579.9830796445804,-47.29282875919494,-65.26753935042618,2155.4899539131306,-511.2571749855313,-159.55825491764776,2624.093187676976,-43.05424360739836,11.206945600379687,2128.960833882548,-557.3502726577632,-83.3627974627659,2638.1709999586897,-68.00276814994545,1.2843184057629897,2138.126462096898,-548.0800821880928,-87.92831704078044,2623.664094533059,-76.31265795532252,-20.14676590190809,2150.714207558879,-530.0846002193992,-109.7511887137229,2615.10139927889,-147.8019998663548,-46.15906117537458,2356.2893280091353,-308.10735780926586,-67.90548243880443,2506.672249612724,-147.72601131910116,328.2530002396918,2384.8689736614197,-373.62548941494975,294.77102180849255,2572.999227348738,-136.353765970852,663.8983697639409,2407.5204678097152,-395.0055531290296,604.0175601765047,2677.798710639445,-136.23968212807634,701.690426569298,2425.9721775338085,-376.5646381240582,648.0001700228681,2675.1932234781384,-185.09911950323337,757.6020094879261,2387.384373959105,-495.59126614368233,692.6857196585095,2720.3668241271403
105,-261.98531170085784,-697.4863545271917,2341.079135642773,-243.63902645556522,-731.7460065478326,2331.163280339923,-233.77894643044635,-733.2820666202726,2325.8938292265793,-222.89648217776352,-734.828297839758,2319.0648009690663,-266.14149780664405,-732.4395485967486,2351.0774821231275,-272.25289750647613,-734.4593962957298,2360.5215044023857,-277.65479686617863,-736.7543626257229,2369.7417729077497,-177.63490075298037,-734.5061061134888,2315.7917563202536,-251.31382357216043,-742.3603612789942,2399.161773375315,-236.95998885602674,-668.6901853024825,2335.760354037762,-261.5996413574511,-672.1784776755733,2362.74575907095,-54.03294313790144,-534.6431417374197,2266.7666659871807,-301.388277800127,-577.8386860068573,2506.0267738355146,-24.202404342328023,-294.4805684761951,2217.7541620044567,-400.7286074964463,-349.33515255321544,2586.9168259215307,-46.36842103771438,-70.97654371831297,2133.007247791464,-540.2915880510163,-164.78779755307463,2639.480695783008,-42.35303064775265,3.5631755159308276,2107.1919416703972,-591.3776131391714,-95.29497599025997,2655.4605804054795,-67.12178902955075,-5.533983356210593,2115.177360338403,-581.1006616657752,-98.07827493442159,2640.9619152215305,-75.23871953026374,-27.304938942623203,2127.515861568162,-560.7310388591854,-117.93234241268529,2632.4241267781244,-148.34996035308055,-49.25646666096299,2359.4781779340246,-309.4865114515029,-68.19067198500692,2507.398956241282,-150.7431004868288,327.95650395862043,2385.2793315843664,-369.9261238056422,296.6334341224688,2574.501674164128,-137.08100538770537,662.7390792451928,2407.0657788026324,-394.93316103820973,605.9315525508523,2678.6138394182203,-136.48800736975386,700.4837489497738,2425.680814279723,-376.6869256443193,648.8907240226179,2675.872215823815,-184.10754414926134,755.913477024633,2386.9199693616956,-494.71454611037467,695.3616861715916,2723.785836223279
106,-262.9412364759498,-697.9932999820886,2343.76246349954,-244.76242668433653,-732.5160518977015,2334.9236743476813,-234.88821068092224,-734.4399565840713,2330.829812226915,-224.04231522455004,-736.3758384529535,2325.101621865948,-267.11024653134507,-733.0336884229647,2354.456584716999,-273.028794685335,-734.9971320310626,2363.6851084635996,-278.26861914396227,-737.2149431849485,2372.6005019934455,-178.86228193858838,-736.1976071411914,2322.2298010042023,-252.6756114935457,-742.6421086417578,2401.16745291282,-237.40425837806265,-669.2869942969991,2337.9610452797187,-262.32751996301363,-672.791933842375,2365.4336900050416,-56.76640806713198,-536.2425338300242,2267.7859555858818,-306.5321375507889,-578.1228721351426,2508.2875751057827,-24.70586816049579,-301.1786700113839,2211.8643815532496,-421.868556280528,-359.8096940973364,2591.6910016350716,-43.6999274603856,-83.30038380289068,2112.9780855815147,-576.0674564187123,-180.7150665703914,2652.235863584017,-37.35749222682153,-12.909275864599774,2087.519679041262,-629.2986976655169,-115.56343887742798,2665.3161676220107,-62.578345695923,-21.666134685238767,2093.881989648178,-616.250143039413,-115.65857854283311,2657.498182104865,-70.90038238332606,-44.30459715998005,2105.0457090033897,-593.3874292418196,-134.90120492609805,2650.7812647981955,-151.46671878082358,-52.451015620562465,2366.148719507215,-314.12169581188596,-69.579161011675,2511.586472608566,-151.05466611454273,327.64660486465624,2385.988785261349,-366.84810448016765,296.9663202464534,2577.3312766991407,-136.59737015312575,661.1700164047992,2406.184221992437,-395.2193086671058,607.352977960053,2678.370141129441,-135.87127580901708,699.0404820270504,2424.634556767326,-380.5360674134793,648.6057513981632,2674.6696658776104,-181.48423588850358,753.9133396103472,2386.2860346505345,-490.97517978014884,699.8222111961242,2725.4980068813998
107,-263.9604917497951,-699.1563645855094,2348.8249694510796,-245.75917414755588,-733.623104134762,2339.601881002219,-235.83484679908068,-735.6907149952325,2335.740499831726,-225.01127548282946,-737.9592144241049,2330.8965608000476,-267.77407204379915,-734.3471312257626,2360.1999568660576,-274.0979721447976,-736.2820349611635,2369.5146263509805,-279.68856572457173,-738.4695712491916,2378.4561305653124,-179.79893446572495,-738.0697593606429,2328.2843076104987,-255.42862161843163,-743.2945563163115,2405.058009663013,-238.10518585632133,-670.257627084379,2341.9441685467623,-263.3322605278382,-674.1866081494408,2371.0593881929585,-61.0109262261088,-538.3842474879694,2269.735355463358,-309.60102898726484,-579.2137179435417,2512.0484236475554,-25.055032192558908,-306.93963047993856,2208.1729442701185,-432.65585290938867,-372.551493515605,2604.7783102994244,-40.876944154600814,-93.23510908901332,2102.1809348076276,-595.9975623790754,-199.22872326057927,2666.4393466481956,-33.29817807770008,-29.030535385079013,2071.1605671836287,-652.9938948288253,-135.95358022805235,2680.532508971175,-57.79524539208131,-38.12217801343067,2075.915984036064,-638.8970225373139,-134.87994570130533,2673.612843355962,-66.380960953757,-59.70701028879645,2089.016206246811,-614.858325482215,-153.66524193649698,2666.686591294782,-153.00358103790379,-54.87416362432441,2374.0906038595012,-316.67223095648114,-70.77575260481332,2516.6310807504565,-153.00089890235873,327.515164983871,2386.840639089497,-366.2056463165089,297.8510983504734,2581.4969026891463,-136.6262317474045,660.7507004708389,2406.3079627711686,-395.0888100993222,609.6517931028877,2678.2571626516283,-135.8802986581809,697.1017894505287,2425.050970151291,-381.72044071915593,649.793924895293,2674.2766121360787,-181.9706433742021,751.4889265467851,2387.7023694825543,-491.3680753291454,700.786074131765,2726.205076190926
108,-265.2408182454985,-700.353395911445,2354.5218452236677,-246.65557121743456,-734.6039985579148,2344.8184495960218,-236.45344175653057,-736.6204411368767,2340.561367270221,-225.61601229555802,-739.1090768759296,2336.266323042713,-270.34288140426236,-735.2035599144907,2365.495431736656,-277.0413517125253,-737.0774702526594,2374.5322235221247,-282.9996315169652,-739.2321653249298,2383.316744885851,-181.4623867640899,-739.0530550894092,2334.204898511806,-258.5730106680095,-743.5818687547271,2408.4370621881417,-238.6459766312233,-671.1848422939569,2346.9038862926213,-264.4886976088241,-675.4510605813383,2376.907556445841,-65.38832874085762,-541.054664677107,2274.1399771974957,-311.956653326537,-581.9372211660292,2516.19026424688,-26.034639272814015,-313.24494636439647,2202.5513341177634,-440.10131214541997,-387.41979221040924,2611.0757819373503,-35.262463037701934,-112.47303827232658,2084.2791045887084,-612.4309401882516,-223.6739442660644,2675.3372314541284,-25.99852944617451,-49.90720346268561,2047.5365872413713,-673.9324625211392,-162.6265269539648,2692.985015787076,-50.51627735118862,-59.59386602761982,2053.9564527766206,-664.1229951350933,-162.3426557594419,2684.157027580907,-59.82877534710463,-81.19225092313057,2068.8637406957505,-639.3152928478032,-181.94226737886152,2677.1174639665105,-154.1013120643914,-57.008117562877615,2380.33863672684,-319.4696344315952,-71.4193606139515,2522.071868483205,-153.1507663232709,327.39295777986325,2388.686520371271,-368.0812139913777,296.8952178400648,2590.0390996139877,-135.81730022312212,661.0303910205623,2407.1106414507317,-394.66000544853006,604.3993757571862,2680.2668837315045,-136.13423832653461,697.3563313958889,2426.0719849560705,-382.23299311103204,645.8545170112417,2675.756458698755,-176.05108519432304,751.812464361613,2388.218966478189,-489.5202605268562,693.784569159773,2728.0467401376864
109,-266.9214223415597,-700.8187001783219,2358.8035010370986,-247.8862103083394,-734.6293298218628,2348.730601715725,-237.63412419478834,-736.4735612544653,2344.177640740803,-226.8511805060497,-739.1134753704907,2340.082211234186,-271.6090490784344,-735.5483035457524,2369.4509199392637,-278.17291329395954,-737.5591009645683,2378.341941986704,-284.0554724984886,-739.9015560165418,2387.262929709776,-183.46090537443217,-739.1411779574806,2339.1847309423183,-259.098098059514,-744.1677543061363,2412.938350431341,-239.76289122302697,-671.6275058870277,2351.6331130903955,-265.4869789372036,-676.4925751034814,2382.339559210299,-68.71021062298882,-543.0281027199742,2279.789762968853,-314.4284278892745,-583.0366805698804,2521.7772053886574,-28.37219630273035,-314.6869423941989,2199.6389475149313,-448.57724326727424,-394.9484670702793,2618.4455987341876,-33.462094129701484,-120.68647679278466,2073.3583528737954,-623.4669400257155,-235.73946520391988,2678.714540885986,-23.878858622463277,-57.53190612847201,2034.1896802497074,-685.3348148452426,-177.30324512665675,2697.5329016427218,-47.50593560377001,-67.04375777289992,2042.1018489885982,-675.7247633402551,-177.23905099447327,2690.0271324657606,-56.95245450919698,-88.51024753988426,2058.5745808445354,-650.6245956323088,-195.59035266083453,2682.4372624944567,-156.0076004216775,-59.21836364488564,2386.34184412188,-321.4170288890354,-72.58497118904292,2527.9350078785105,-154.27820143048692,323.3787876544113,2390.4847802208546,-369.9998946484198,294.47955993353946,2597.6906040855492,-135.09759281088947,658.8307423812786,2408.6253808804363,-394.80186752841024,601.2318296527646,2682.6845405346794,-135.10576426102008,694.3982548126633,2428.997522718444,-381.5739768223497,645.1809813905021,2678.006611494175,-175.44071391565578,746.183930116897,2389.5016177985053,-488.50868454104386,689.0890909586924,2730.319612703715
110,-270.6733493433034,-700.8298094089276,2363.9684514989776,-251.3177537773957,-733.9582342516265,2353.146781039917,-241.0850400145191,-735.4485550559749,2348.008623753759,-230.44720312611227,-738.1012788660051,2343.7847045770777,-274.59273934924,-735.5606289884473,2374.518664766266,-280.75025873734967,-737.8470573142641,2383.597846792767,-286.350026654466,-740.4247957073803,2392.666617620021,-187.27819140240535,-738.5850213606144,2343.1154764758635,-260.0301441151072,-744.7142281111437,2418.372229226567,-242.44292022983666,-671.7138533494814,2356.8919333454073,-268.1943829916041,-677.1022835525289,2388.761741470621,-73.55926658983653,-544.7778397151784,2285.6401227137358,-316.6927573121572,-583.9429092118742,2527.262110879074,-36.78519207078573,-314.99065282641317,2200.763777261649,-453.834240544247,-401.48845383821885,2627.3105483186228,-33.12954095238518,-129.06069440231758,2071.1689772392833,-635.9040664491162,-247.74369234696888,2683.4509623568456,-23.67539562330506,-64.9858644924259,2030.6664784161626,-700.7361740596388,-190.8431713448047,2700.2300528915393,-46.43541090582221,-74.73385270300444,2039.4202308560773,-692.2849417582171,-189.44815544427578,2692.7841319071235,-55.71906223589722,-96.10331862546288,2056.196309712217,-665.7696106417711,-207.14148487921116,2686.3569192265754,-159.53530391987454,-59.94390258528672,2390.5451031307994,-322.7060093485223,-72.90852624446212,2532.4119414066886,-155.86964481269922,322.9007121532755,2392.107765914896,-372.7511411322915,293.16323505593914,2602.573598837535,-135.02566159949572,659.436835536905,2409.378438305623,-394.2847343934426,593.3998704226287,2685.8367268249963,-132.69577051342776,695.6485604354583,2430.1123229423984,-378.47429036859535,642.0051545955935,2680.4064379634506,-175.81095902663188,746.4254848062056,2389.560232355981,-490.1543170793682,678.6074158776078,2731.2200408507947
111,-273.6787023539605,-700.7785255993106,2366.1023564410325,-254.10255020713493,-733.7632966577714,2355.804500469937,-243.75985999413123,-735.2711343622586,2350.7813037256683,-233.046874889312,-738.0198858989063,2346.5971697861514,-277.41187324810625,-735.3913094596653,2376.535311399098,-283.2736448578332,-737.7781974288894,2385.5217332298707,-288.6022651150993,-740.459842833743,2394.55566438179,-190.8526354887866,-738.8006027227038,2346.404382494859,-260.91061407120975,-745.3173726479705,2421.802279512951,-244.4658830741637,-671.9918171686033,2359.6186650426,-270.18150428018225,-677.2449701798158,2390.6629741795036,-78.18672460345161,-546.1955221442105,2290.4247394706467,-319.0020521564514,-584.5297371979455,2530.0697961262854,-46.38095821391937,-315.33291168915974,2201.7780223824093,-458.15294810818733,-404.7433451450844,2630.8897312973663,-33.342477827325204,-131.30760920555002,2071.8213878173233,-644.4692820971994,-255.35229700559705,2684.3271361818,-25.01687833405294,-65.89199618972586,2029.8830074839364,-711.01266618344,-198.83974753422677,2700.7320045449082,-47.44898259415716,-75.02277753973353,2040.381998081055,-704.8270679063904,-196.50689862283778,2694.919659809174,-56.19360123628305,-96.8718813262617,2057.0602670550966,-679.049313529887,-213.1017717929751,2688.5102737459747,-164.05280240484495,-61.88914830202666,2392.2437003561517,-324.95642112367005,-74.16640395468167,2534.551742584807,-159.4444851183675,320.7103801078205,2396.1845629142563,-374.65224724190983,292.7062225483336,2604.7650953552666,-134.96424711355155,658.0859549998148,2408.465494353019,-393.40362529985686,594.4423589565985,2688.6328967742284,-132.77851869500665,694.1145861255585,2426.8370051625416,-376.2942525833387,642.7796104948721,2682.9553314918503,-177.72019419001572,746.1312115601054,2389.0415853171385,-485.18692362832337,681.397391920054,2733.5052571813826
